,title-abstract,title,label
19,"The usability of massively multiplayer online roleplaying games:
designing for new users
This study examines the usability challenges faced by new players
of massively multiplayer online role-playing games (MMORPGs), one
of the fastest-growing segments of the video game industry. Played
in completely online worlds, these games allow players to communicate
with one another, form groups and communities, and compete in a variety
of fantasy environments.Nineteen subjects participated in an exploratory
usability study of four games, three MMORPGs and a similar single-player
game used for comparison. Results reveal that many people not usually
considered as potential players of these games may be interested
in them, but a wide variety of usability issues present serious problems
for players inexperienced with the genre. Based on an analysis of
the usability data and player feedback, specific recommendations
are made to improve the experience of these games for new players.
These results further demonstrate the applicability and importance
of usability testing to video games.","The usability of massively multiplayer online roleplaying games:
designing for new users",1
20,"Interaction and Expressivity in Video Games: Harnessing the Rhetoric
of Film
The film-maker uses the camera and editing creatively, not simply
to present the action of the film but also to set up a particular
relation between the action and the viewer. In 3D video games with
action controlled by the player, the pseudo camera is usually less
creatively controlled and has less effect on the playerrsquos appreciation
of and engagement with the game. This paper discusses methods of
controlling games by easy and intuitive interfaces and use of an
automated virtual camera to increase the appeal of games for users.","Interaction and Expressivity in Video Games: Harnessing the Rhetoric
of Film",0
21,"Using heuristics to evaluate the playability of games
Heuristics have become an accepted and widely used adjunct method
of usability evaluation in Internet and software development. This
report introduces Heuristic Evaluation for Playability (HEP), a comprehensive
set of heuristics for playability, based on the literature on productivity
and playtesting heuristics that were specifically tailored to evaluate
video, computer, and board games. These heuristics were tested on
an evolving game design to assess their face validity and evaluation
effectiveness compared to more standard user testing methodologies.
The results suggest that HEP identified qualitative similarities
and differences with user testing and that HEP is best suited for
evaluating general issues in the early development phases with a
prototype or mock-up. Combined with user studies, HEP offers a new
method for the HCI game community that can result in a more usable
and playable game.",Using heuristics to evaluate the playability of games,1
22,"Quantifying game design
There is at present a conspicuous need for formal evaluative methods
which designers of video and computer games can use in order better
to understand the elusive factors which lead to good gameplay mechanics.
This paper presents the results of an empirical study which has been
used to establish a practical quantitative procedure for analysing
and comparing certain gameplay characteristics of rally (driving)
games, and thus of determining objectively characteristics which
are typical of such games at various levels of quality and type.
The information offered can be used by games developers as pointers
to building into their products a superior gameplay which potentially
makes for better reputations and increased sales.",Quantifying game design,0
23,"Design and Implementation of an Online 3D Game Engine
This paper proposes Dream3D, an online 3D game engine. We analyze
requirements to build MMORPGs together with the techniques to satisfy
them. And then, the techniques are classified into four categories:
3D rendering, animation, server, and network techniques. We design
and implement Dream3D to provide all the required functionalities.
Related with the technique classification, Dream3D consists of four
subsystems: rendering engine, animation engine, server engine, and
network engine. For each of the subsystems, we propose an implementation
model to satisfy the functionality requirements.",Design and Implementation of an Online 3D Game Engine,1
24,"ScriptEase: generative design patterns for computer role-playing
games
Recently, some researchers have argued that generative design patterns
(GDPs) can leverage the obvious design re-use that characterizes
traditional design patterns into code re-use. This work provides
additional evidence that GDPs are both useful and productive. Specifically,
the current state-of-the-art in the domain of computer games is to
script individual game objects to provide the desired interactions
for each game adventure. We use BioWare Corp.'s popular Neverwinter
Nights computer role-playing game to show how GDPs can be used to
generate game scripts. This is a particularly good domain for GDPs,
since game designers often have little or no programming skills.
We demonstrate our approach using a new GDP tool called ScriptEase.","ScriptEase: generative design patterns for computer role-playing
games",1
25,"From Gaming Simulation to Case Method Empirical Study on Business
Game Development and Evaluation
Both Gaming Simulation and Case Method are traditional and powerful
tools to carry out educational courses in a business school. However,
there have been few studies to integrate Gaming Simulation and Case
Method methodology. This paper presents a new practical approach
for this purpose. At Graduate School of Systems Management, Tsukuba
University, we have ten years experiences on the business modeling
course with BMDL/BMDS (Business Model Description Language/ Business
Model Development System) ar-chitecture. Base on the experience,
in this paper, we have developed a new business game: ldquoCase of
Asahi Super Dryrdquo. The aim of this game is to explore managersrsquo
decision making strategies in a quantitative business operation domain
through the successful case of Japanese brewery company. Using the
developed model, we tried to evaluate the effectiveness for Case
Method on Gaming Simulation. The experimental results have suggested
the benefits of the proposed approach.","From Gaming Simulation to Case Method Empirical Study on Business
Game Development and Evaluation",0
26,"Beyond usability in games
Video games are an art form that combines traditional artistic endeavors
such as the visual arts, story-telling, and music, with more modern
technical and engineering achievements. At the center of this effort
is the game designer who drives the creative vision and who decides
what needs to be accomplished in the design and creation of the video
game. At some level, we, as user researchers, can provide input at
nearly every stage of the development process that is useful for
design, but in the end, it is not up to us to design a game. Our
role is to assist the designer in the facilitation of their game
vision, then provide feedback to help shape that vision into something
that users enjoy. Beyond previous statements made in the literature
regarding the limitations of the traditional concept of usability
for enjoyment or pleasure, there are certain concepts that we believe
are important to address in the design of video games. These include,
but are not limited to, fun, challenge, pace, learning curve, engagement,
and so on [2, 3]. One of the biggest challenges for video games is
taking these global concepts and deconstructing them into a real
gameplay experience. However, this is where we make a clear delineation
between the creation of the experience and the facilitation of the
experience, by endorsing the view of Overbeek et al. that design
should be left to designers, For too long psychologists have led
designers to make overly cognitive designs. We repeat: Design should
be left to designers! [1]. To further clarify, lets take an example
of one of the concepts listed above pace. We ve defined pace in the
past as the rate at which players experience new challenges and
novel game details.[2]. This is a very high-level definition, but
spans across most, if not all, game genres. The way that a game designer
will address pace is going to vary widely depending on the genre,
their vision, and the experience they want to create. Lets look
at two examples...",Beyond usability in games,0
27,"Games and animation: collaborations between the arts and computer
science
We explain the need for formal collaboration between students in the
arts and computer science students, and argue that this should be
encouraged at an early stage of their education. Specific courses
that foster this sort of cooperation are described.","Games and animation: collaborations between the arts and computer
science",0
28,"A 3-D computer game controller: design and applications
During the past few decades from the invention of first gaming systems,
there have been only a few designs for 3-D game controllers, most
of which were released in limited numbers due to their high cost.
These controllers were as a result targeted towards virtual reality
applications and have less been used for home gaming applications.
Ultrasonic ranging [Logitech 1992] and image processing techniques
[Marks 2000] are among the methods used to track the position of
the handheld compartment (HC) of the controller. Both of these methods
impose some requirements on the environment in which they are utilized
in, to have the desired performance. Highly reflective surfaces or
materials in the vicinity of the transceivers cause unwanted echoes
in the received signal which degrades the performance of ultrasonic
ranging methods. Image processing techniques require high processing
power and some sort of distinction, usually in color, between the
background and the HC. Additionally, both of these methods fall short
in tracking fast motions of the controller, which further limits
their application. In this work, a novel design for a 3-D computer
game controller using Micro-Electro-Mechanical-Systems (MEMS) sensors
is presented. The proposed design is virtually independent of the
environment in which it is used and requires small processing power.",A 3-D computer game controller: design and applications,0
29,"Fun and Games: Multi-Language Development
Computer games (or electronic games if you encompass those games
played on console-class hardware) comprise one of the fastest-growing
application markets in the world. Within the development community
that creates these entertaining marvels, multi-language development
is becoming more commonplace as games become more and more complex.
Today, asking a development team to construct a database-enabled
Web site with the requirement that it be written entirely in C++
would earn scornful looks and rolled eyes, but not long ago the idea
that multiple languages were needed to accomplish a given task was
scoffed at.",Fun and Games: Multi-Language Development,1
30,"Toolkits for Open Innovation The Case of Mobile Phone Games
User toolkits enable consumers to develop customized product applications
without having dedicated technical knowledge. Applied in the field
of handheld computing, toolkits are a very powerful instrument to
meet the growing demand for customized mobile applications. In this
paper, the theoretical principles and functionalities of user interaction
toolkits are translated into a technical software concept for mobile
phone games. The presented toolkit is a new Internet based application
allowing users to create a customized game on their desktop computer
and to transfer it to handheld devices. In contrast to well known
open source software development projects, no programming expertise
is required. Thus, participation of innovative users is comparatively
easy. In line with the open source concept, but as an extending feature
to the toolkit approach, the presented solution is embedded in an
online community. Thus, contributions by innovative users can be
stored in a library leading to a continuously growing information
pool of available components. Games and components can be passed
on easily between customers, facilitating the adoption of other users'
contributions as well as collaborative development between users.
The community feature of the toolkit does not only provide the common
toolset of online communities allowing for user-to-user communication,
e.g. chats and bulletin boards, or text based contributions, e.g.
recommendations, product evaluations and voting tools, but it also
enables users to exchange and jointly develop actual product prototypes.
In this regard, the presented 'toolkit for open innovation' is the
foundation of a 'value web' in a unique manner: a value web in between
consumers and users. The paper further derives economic benefits
of the developed toolkit for mobile phone game creation theoretically
and integrates them into a diversified business model. The toolkit
as a distinct performance feature has the potential to establish
a social environment for its most enthusiastic users and thereby
to strengthen user relationships with the provider and increase overall
business success.",Toolkits for Open Innovation The Case of Mobile Phone Games,0
31,"Free and open source development practices in the game community
The free and open source software (FOSS) approach lets community of
like-minded participants develop software systems and related artifacts
that are shared freely instead of offered as closed-source commercial
products. Free (as in freedom) software and open source are closely
related but slightly different approaches and licensing schemes for
developing publicly shared software. FOSS development communities
don't seem to adopt modern software engineering processes. FOSS communities
develop software that's extremely valuable, generally reliable, globally
distributed, made available for acquisition at little or no cost,
and readily used in its community. Free and open source software
development practices gives rise to new view of how complex software
systems can be constructed, deployed, and evolved. They rely on lean
electronic communication media, virtual project management, and version
management mechanisms to coordinate globally dispersed development
efforts. These FOSS processes offer new directions for developing
complex software systems. We look at the FOSS computer game community
to provide examples of common development processes and practices.",Free and open source development practices in the game community,1
32,"User Experience in Interactive Computer Game Development
This paper outlines PhD research into user experience in interactive
computer game development. The study will investigate how usability
methods and approaches can be adapted and extended to evaluate and
improve the user experience of gaming systems. The research will
focus on exploring ways to evaluate fun and engaging user experiences,
and on identifying how to provide useful, valid, timely, cost-efficient
feedback on user experience to game development teams. A range of
research methods is proposed including case studies with industry
stakeholders, contextual and lab-based user experience evaluations
with gamers, and action research within a games company. Research
findings will inform the development of a practical evaluation model
and tools to support game experience design practices and product
development.",User Experience in Interactive Computer Game Development,1
33,"Enhancing the Performance of Dynamic Scripting in Computer Games
Unsupervised online learning in commercial computer games allows computer-controlled
opponents to adapt to the way the game is being played. As such it
provides a mechanism to deal with weaknesses in the game AI and to
respond to changes in human player tactics. In prior work we designed
a novel technique called ldquodynamic scriptingrdquo that is able
to create successful adaptive opponents. However, experimental evaluations
indicated that, occasionally, the time needed for dynamic scripting
to generate effective opponents becomes unacceptably long. We investigated
two different countermeasures against these long adaptation times
(which we call ldquooutliersrdquo), namely a better balance between
rewards and penalties, and a history-fallback mechanism. Experimental
results indicate that a combination of these two countermeasures
is able to reduce the number of outliers significantly. We therefore
conclude that the performance of dynamic scripting is enhanced by
these counter-measures.",Enhancing the Performance of Dynamic Scripting in Computer Games,0
34,"Open-Source Game Development with the Multi-user Publishing Environment
(MUPE) Application Platform
The Multi-User Application Platform (MUPE) is a platform for rapid
development of mobile multi-user context-aware applications. MUPE
server implements a persistent user-authenticated service that can
be customized into a game server. The game logic is written to the
MUPE server and the end-users download the game User Interface (UI)
to their terminals. This paper studies how MUPE can be used to create
mobile multi-player games. This paper analyzes the important aspects
of MUPE in game development and the different parts involved in developing
games with MUPE. Two games made with MUPE are introduced and analyzed.
The games presented in this paper and the MUPE system are available
at the MUPE website http://www.mupe.net under the Nokia open source
license version 1.0a.","Open-Source Game Development with the Multi-user Publishing Environment
(MUPE) Application Platform",0
35,"Java technologies for games
Network games are the fastest growing segment of the games market.
The technologies required to build these massively networked games
is evolving at a rapid pace. There are many components to these technologies.
There are server, desktop client, and mobile client technologies
which enable these connected games. This article provides on overview
of the server, desktop, and mobile technologies that are available
to build a networked game with Java technology.",Java technologies for games,0
36,"Testing, Optimizaton, and Games
We discuss algorithmic problems arising in the testing of reactive
systems, i.e. systems that interact with their environment. The goal
is to design test sequences so that we can deduce desired information
about the given system under test, such as whether it conforms to
a given specification model, or whether it satisfies given requirement
properties. Test generation can be approached from different points
of view - as an optimization problem of minimizing cost and maximizing
the effectiveness of the tests; as a game between tester and system
under test; or as a learning problem. We touch on some of these aspects
and related algorithmic questions.","Testing, Optimizaton, and Games",0
37,"Extracting and Evolving Mobile Games Product Lines
For some organizations, the proactive approach to product lines may
be inadequate due to prohibitively high investment and risks. As
an alternative, the extractive and the reactive approaches are incremental,
offering moderate costs and risks, and therefore sometimes may be
more appropriate. However, combining these two approaches demands
a more detailed process at the implementation level. This paper presents
a method for extracting a product line and evolving it, relying on
a strategy that uses refactorings expressed in terms of simpler programming
laws. The approach is evaluated with a case study in the domain of
games for mobile devices, where variations are handled with aspect-oriented
constructs.",Extracting and Evolving Mobile Games Product Lines,0
38,"A practical implementation of a 3D game engine
Creating a 3-D game engine is not a trivial task as gamers often demand
for high quality output with top notch performance in games. In this
paper, we show you

how various real-time rendering algorithms can be applied to implement
a practical 3-D game engine. We explore the general architecture
of a 3-D engine and

discuss the role of a scene graph in a 3-D engine. We will look at
scene graph from the software engineering perspective. In particular,
we show you the way to design

a scene graph that is object-oriented and portable across different
rendering engine. Then, we explain the algorithms that we apply to
speed up the performance of

our 3-D engine. We optimize the 3-D engine on the scene graph and
object geometry levels. The algorithms that we propose are expected
to perform reasonably well for both static and dynamic scenes. Finally,
we give you a brief preview on the possibility of parallel processing
in scene graph to create a 3-D engine with multiprocessing

capability.",A practical implementation of a 3D game engine,1
39,"Multi-platform Online Game Design and Architecture
Contemporary Multi-player online games (MOGs) support only a single
game platform. Our research goal is to provide an MOG service to
users from different platforms. This paper presents the architecture
of the world-wide first multi-platform online game, which consists
of 3D game engines and a multi-platform game server. The experimental
results through the prototype implementation show the feasibility
of simultaneously supporting multiple game platforms.",Multi-platform Online Game Design and Architecture,1
40,"Beneficial Dependencies: Design Principles for Narrative Games
This paper presents the leitmotifs of current research on psychologically
colored interactive narration. Virtual Characters, their stories
and adventures are in focus, and not the story of the user. The concept
of a Capricious Non-Player Character (C-NPC) is introduced as a new
kind of agent appropriate for such stories. A C-NPC expects consideration
and support, even towards its technological limitations. A narrative
educational game is presented that functions as a testbed for the
creation of C-NPCs. An overview of the technology employed for dialogue
management is provided.",Beneficial Dependencies: Design Principles for Narrative Games,0
41,"Establishing user requirements: incorporating gamer preferences into
interactive games design
In a previous paper we investigated how various aspects of rally/racing
game design can be quantified for the development of future titles.
This paper explores how gamer preferences can be prioritised, analysed,
and incorporated into the design of rally games by structuring information
via a technique known as the Analytic Hierarchy Process, so as to
allow the data to be put to practical effect by games designers.
Combined with other techniques developed by the authors of this paper,
the results can be used for a holistic management of the design and
development process for many categories of interactive video games.","Establishing user requirements: incorporating gamer preferences into
interactive games design",1
42,"The structure of games
Computer Game Playing has been an active area of research since Samuel s
first Checkers player (Samuel 1959). Recently interest beyond the
classic games of Chess and Checkers has led to competitions such
as the General Game Playing competition, in which players have no
beforehand knowledge of the games they are to play, and the Computer
Poker Competition which force players to reason about imperfect information
under conditions of uncertainty. The purpose of this dissertation
is to explore the area of General Game Playing both specifically
and generally. On the specific side, we describe the design and implementation
of our General

Game Playing system OGRE. This system includes an innovative method
for feature extraction that helped it to achieve second and fourth
place in two international General Game Playing competitions. On
the more general side, we also introduce the Regular Game Language,
which goes beyond current works to provide support for both stochastic
and imperfect information games as well as the more traditional games.",The structure of games,0
43,"A challenge for reusing multiplayer online games without modifying
binaries
In this paper, we advocate the problem of reusing Multiplayer Online
Game (MOG) in Client-Server (C/S) architecture. The problem is that
MOG services cannot continue to be provided because of high maintenance
cost for operating game servers. Additionally, it is caused by the
decreasing service users who getting tired of the game and game providers
who have faced difficulties in collecting charge of the game service.
It is important that every user can play MOGs at any time whether
game servers of game providers run them or not.We describe a challenging
method for solving the problem. Our solution provides a middleware
which is inserted under the game applications to switch network architecture
from C/S to Peer-to-Peer (P2P). By exploiting this method, the network
architecture of MOGs can be easily changed from C/S to P2P under
some restrictions without modifying binaries.","A challenge for reusing multiplayer online games without modifying
binaries",0
44,"Adaptive server selection for large scale interactive online games
Large scale interactive online games aim to support a very large number
of game players simultaneously. To support hundreds of thousands
of concurrent players, game providers have so far focused on developing
highly scalable game server architectures and extensible network
infrastructures. Recently, distributed online games are beginning
to incorporate more interactive features and action sequences; thus,
it becomes increasingly important to provision server resources in
an efficient manner to support real-time interaction between the
users. In this paper, we present a novel distributed algorithm to
select game servers for a group of clients participating in a large
scale interactive online game session. The goal of server selection
is to minimize the server resource usage while satisfying a real-time
delay constraint. We develop a synchronization delay model for interactive
games and formulate the server selection problem, and prove that
the considered problem is NP-hard. The proposed algorithm, called
zoom-in zoom-out, is adaptive to session dynamics (e.g., clients
join) and lets the clients select appropriate servers in a distributed
manner such that the server resource is efficiently utilized. Using
simulation, we study the performance of the proposed algorithm and
show that it is simple, yet effective in achieving its design goal.
In particular, we show that the performance of our algorithm is comparable
to, or sometimes even better than, that of centralized greedy algorithms,
which require global information and extensive computations.",Adaptive server selection for large scale interactive online games,0
45,"Game design through self-play experiments
The application of self-play experiments to computer games was pioneered
by Thompson in 1982 with his chess machine BELLE. Since then the
technique has been widely used in a variety of games to train artificial
players employing a range of artificial neural network architectures.
Of particular note is the TD-learning Backgammon program of Tesauro
developed in 1995. When developing artificial game players that learn
by experience, it is generally possible to accelerate the training
process through self-play. Compared with training by humans, this
confers the advantages of greater speed and a precise control of
playing strength through parameter variation. In spite of these potential
advantages, the use of self-play experiments is considered by many
to be a treacherous road fraught with problems. The value of such
experiments is unclear and the threshold of learning that can be
achieved through self-play alone is unknown. There is the common-sense
perception that only limited playing skill can be achieved through
machine self-play, a notion that is challenged here. A new application
that is immune from the problems associated with machine learning
is the use of self-play experiments to test the integrity and fairness
of games and modify the rules accordingly. We will show how the rules
of a particular game, Perudo, can be analysed for fairness and how
the excessive positive feedback that arises when forces become unbalanced
can be curbed. We use the notion of fair in the same sense as in
a soccer game - if a team loses a goal, neglecting psychological
effects, the chance of losing a second goal is not significantly
changed. It is recognised that the cumulative growth in advantage
is part of many games and that it is inappropriate to alter the rules
in these cases. However the rate at which advantages grow can be
moderated by rule alterations. We will also consider the application
of the technique to a range of traditional games. In chess, for example,
White is considered to have an advantage over Black. The imbalance
can be determined for different playing strengths and extrapolated.
We will show that the principles can be extended to the more complex
situations of computer games and propose that the development of
unintelligent agents to explore game play is advantageous.",Game design through self-play experiments,0
46,"Interest management middleware for networked games
In this paper we present an implementation of an interest management
scheme using standard message oriented middleware (MOM) technologies
to provide scalable message dissemination for networked games. The
aim of all interest management schemes is to identify when objects
that inhabit a virtual world should be interacting and to enable
such interaction via message passing while preventing objects that
should not be interacting from exchanging messages. The time taken
by existing interest management schemes to resolve which objects
influence each other may be too large to enable the desired interaction
to occur. Furthermore, existing interest management implementations
tend to be proprietary and are built directly on top of networking
protocols. In this paper we present an approach to interest management
based on the predicted movement of objects. Our approach determines
the frequency of message exchange between objects on the likelihood
that such objects will influence each other in the near future. We
then demonstrate, via implementation and experimentation, how existing
middleware standards provide a suitable platform for the deployment
of our interest management scheme.",Interest management middleware for networked games,0
47,"Sensorium games: usability considerations for pervasive gaming
The Sensorium family of games provides a platform and environment
for multiplayer games in a pervasive environment. Each player is
equipped with a mote, which (along with those of other players) is
an element in a wireless sensor network. Sensorium games are pervasive
in the truest sense: that is, sensory events in the environment trigger
events in the game. For example, walking under a light may cause
a loss of game lives.In this paper, we describe the Sensorium game
platform and Trove, an implemented game which is a member of the
Sensorium family. We describe our experiences of player Trove and
heuristic evaluations of its usability.",Sensorium games: usability considerations for pervasive gaming,0
48,"IntelligentBox as component based development system for body action
3D games
This paper treats component based approach for the development of
body action 3D games. The research group of the author has already
proposed a 3D software development system called IntelligentBox.
IntelligentBox has provided various software components called boxes,
which are 3D visible, reactive objects. IntelligentBox allows the
user to develop 3D graphics applications including 3D games by combining
already existing boxes through direct manipulations on a computer
screen. This is the main feature of IntelligentBox, which is a difference
from other conventional systems. In this paper, the author introduces
the extension of IntelligentBox to the development of body action
3D games. To deal with body actions, various components, i.e., particular
boxes, those handle input devices frequently used in virtual reality
applications, are introduced to IntelligentBox. Furthermore, the
author introduced a particular component called virtual mouse pointer
to make it possible to manipulate 3D objects using an input device
like a data-glove.","IntelligentBox as component based development system for body action
3D games",0
