,title-abstract,title,label
10,"Electronic sign strategies and their benefits
Recent years have seen the introduction of many electronic signs providing
dynamic information to road users. These variable message signs (VMS)
are, in most cases, connected together to form systems over increasingly
large geographical areas, and have the opportunity to influence significant
numbers of drivers. Much work is currently under way to measure the
performance of such systems in order to assess the benefits of the
investment and justify the further deployment of signs. The results
are beginning to identify VMS strategies that yield the best returns.
They have already provoked proposals for further integration of VMS
with other information systems, and are highlighting institutional
issues relating to sign control. This paper summarises these results
and the emerging conclusions from the work",Electronic sign strategies and their benefits,0
11,"Information access for visually impaired persons: do we still keep
a “document” in “documentation”?
At the same time that global economies and multimedia technologies
provide impetus for increasingly visual communication, the information
needs of persons with limited vision may require communication to
shift from graphics back to text, or on to audio or tactile forms.
To understand documentation issues related to this shift, one must
understand the varied forms of visual impairment, available assistive
technologies, and the resultant design considerations. Efforts to
prepare more effective materials for visually impaired users may
yield “universal design” benefits by identifying and reducing sources
of confusion for all users","Information access for visually impaired persons: do we still keep
a “document” in “documentation”?",0
12,"Student orientation program: a guide for higher education in Lebanon
The country of Lebanon lacks career orientation and student counseling
at the high school and college freshman levels. In response to that
need, we are developing in the Multimedia Center of the Faculty of
Engineering and Architecture at the American University of Beirut
(AUB) a multimedia software package that offers help to students
seeking university education. We conducted a needs analysis using
questionnaires on a stratified random sample of high school and freshman
university students. The results were used to tailor the content
and design of the program to student needs and their computer literacy
level. The student orientation program (SOP) is trilingual-English,
French and Arabic-package developed using Asymetrix Multimedia Toolbook
to be shipped on a CD-ROM. Users will find information about all
universities in Lebanon and the respective majors offered as well
as brief descriptions of professional fields of study, and scholarships
available in Lebanon. Moreover potential university students have
the choice to solve typical real life problems related to the field
of study under investigation. Among other options, they can view
video clip interviews with professionals and academicians that could
answer typical questions. Finally, SOP provides self-assessment to
help students identify potential career paths and domains of study
to make a better choice for their future. We intend to distribute
this CD-ROM to high schools in Lebanon and the Middle East in an
attempt to improve career guidance in the region",Student orientation program: a guide for higher education in Lebanon,0
13,"Metacognitive theories of visual programming: what do we think we
are doing?
The research involved a qualitative and quantitative study of statements
made by computer scientists about the ways in which they think that
visual programming assists the thought processes of the programmer.
This type of metacognitive knowledge has been shown in psychological
experiments to have significant effects on performance in cognitive
tasks. It is particularly important in the design of programming
environments, where HCI factors of the environment constrain the
programmer's design behaviour according to the beliefs of the environment
designer. The metacognitive knowledge expressed in the visual programming
literature is categorised in the paper into a range of micro-theories,
the frequency of statements found in each category are compared,
and the theoretical assumptions are evaluated in terms of relevant
research in cognitive psychology","Metacognitive theories of visual programming: what do we think we
are doing?",0
14,"Organizational usability of digital libraries in the courts
Digital libraries (DLs) are the focus of professional movements in
the medical, legal, and scholarly communities. DLs are being used
increasingly nationwide in the legal profession for research; computer-integrated
court reporting; and for trial presentations of multimedia documents
and evidence photos. We present results of a study which contributes
to DL research by examining some new DL design concepts within the
legal domain. Two key forms of DL usability-interface and organizational-are
discussed. While the human-computer-interaction (HCI) research community
has made progress in improving interface usability, organizational
usability is less well understood. We introduce the concept of organizational
usability which refers to the mix between a computer system's design
and an organization's characteristics such that the system can be
effectively integrated into the work practices of members of the
organization and is socially accepted by them. We explore the technical
and sociotechnical dimensions of organizational usability by applying
them to DLs used in the California Superior Courts",Organizational usability of digital libraries in the courts,0
15,"The re-invention of the corporate information model
The paper analyzes the changing structures necessary to access business
knowledge. The information needs of corporate users, especially those
found in mobile and diverse professional services organizations,
have expanded as the sheer amount of data available worldwide has
multiplied. Many corporations are trying to restructure traditional,
and typically standalone, information repositories and services into
entities that will better serve today's and tomorrow's business information
customer. As an example, the paper describes the approach being taken
to establishing a new information model at the “Big Six” public accounting
firm Coopers and Lybrand LLP",The re-invention of the corporate information model,0
16,"Generalized spreadsheet for CACSD
This paper presents an approach for a computer aided control system
design (CACSD) software that is based on an extension of the spread-sheet
metaphor. The spreadsheet are extended in two ways: the contents
of the cells are abstract objects that can be manipulated directly,
and the relations between the objects are bidirectional. Prototype
implementations have been made in Matlab. The idea is illustrated
by several small tools that illuminate various aspects of control
system design",Generalized spreadsheet for CACSD,0
17,"Designing and managing virtual learning communities
There is a tendency to view education on the Internet as simply a
more efficient way to access information and to communicate, but
the Internet is much more than just another tool. The Internet has
the potential to create communities where students participate in
robust discourse and rituals of communication, establish their identities,
and traverse community boundaries. We believe we need to design on-line
courses with sound pedagogical frameworks and with a sense of promoting
community values of diversity, connectedness, and civic responsibility.
Therefore, the purpose of this paper is to describe a framework that
we use to design virtual learning communities. We explain community
activities to consider, describe how we used our framework for designing
three classes, and pose issues that arose when using this framework.
We hope our thoughts will direct discussion toward the creation of
innovative learning communities",Designing and managing virtual learning communities,0
18,"Implementing decision support technology among shop floor users;
a story of success with an alternative deployment strategy
This paper explores the recent use of relatively complex decision
support systems (DSS) in public sector industries challenged by privatization
and proposes a technology implementation model with proven success.
Most implementations fall short of expectations. A primary concern
is the user; to be effective, DSSs demand users with an in-depth
understanding of their logic and detailed knowledge of the work being
done. An iterative implementation model paired with alternative training
has proven that DSSs can be used successfully by the rank and file,
with better than planned results. By way of example, we offer the
findings of one study of a large public transit system using such
a strategy to deploy a preventive maintenance technology. An iterative
top-down/bottom-up model for technology deployment is presented,
consisting of: (1) a relatively small design team of software developers,
maintenance managers, shop floor workers and foremen; (2) a powerful
new training technique resulting in high quality direct data entry
from the shop floor and (3) feedback from the work floor used in
ongoing refinements of the system. The paper concludes that deployment
must be organized around the concept that DSS are tools that are
appropriated by the users and implementation efforts should facilitate
that process","Implementing decision support technology among shop floor users;
a story of success with an alternative deployment strategy",0
19,"Community Support for Constructionist Learning
MOOSE Crossing is a text-based virtual reality environment (or “MUD”)
designed to be a constructionist learning environment for children
ages eight to thirteen. The constructionist philosophy of education
argues that learning through designing and constructing personally
meaningful projects is better than learning by being told. Children
on MOOSE Crossing learn computer programming and improve their reading
and writing by working on self-selected projects in a self-motivated,
peer-supported fashion. In experience with over 180 children and
90 adults using the system since October 1995, we have found that
the community provides essential support for the children‘s learning
experiences. The community provides role models; situated, ubiquitous
project models; emotional support to overcome technophobia; technical
support; and an appreciative audience for completed work. This paper
examines the nature of that support in detail, and argues that community
support for learning is an essential element in collaborative work
and learning on the Internet.",Community Support for Constructionist Learning,0
20,"Community Participation in Health Informatics inAfrica: An Experiment
in Tripartite Partnership inIle-Ife, Nigeria
Participatory Design has mainly been practiced in Europe and North
America. Our seven-year experience in Nigeria suggests that user
participation is also a must in developing countries. However, the
scope of participation needs to be expanded. For instance, in health
informatics the communities served by the health facility in question
need to be involved along with computer professionals and health
providers. This paper presents the results of an experiment in tripartite
partnership in systems design for Primary Health Care by designers,
users/providers, and community representatives in Ile-Ife, Nigeria.
The experience was extremely encouraging.","Community Participation in Health Informatics inAfrica: An Experiment
in Tripartite Partnership inIle-Ife, Nigeria",0
21,"The r\^{o}le of natural language processing in alternative and augmentative
communication
Alternative and Augmentative Communication (AAC) for people with speech
and language disorders is an interesting and challenging application
field for research in Natural Language Processing. Further advances
in the development of AAC systems require robust language processing
techniques and versatile linguistic knowledge bases. Also NLP research
can benefit from studying the techniques used in this field and from
the user-centred methodologies used to develop and evaluate AAC systems.
Until recently, however, apart from some exceptions, there was little
scientific exchange between the two research areas. This paper aims
to make a contribution to closing this gap. We will argue that current
interest in language use, which can be shown by the large amount
of research on comprehensive dictionaries and on corpora processing,
makes the results of NLP research more relevant to AAC. We will also
show that the increasing interest of AAC researchers in NLP is having
positive results. To situate research on communication aids, the
first half of this paper gives an overview of the AAC research field.
The second half is dedicated to an overview of research prototype
systems and commercially available communication aids that specifically
involve more advanced language processing techniques.","The r\^{o}le of natural language processing in alternative and augmentative
communication",0
22,"Integrating computing science undergraduate education
With over 50 years of computer science in existence, a great effort
has been spent on designing the best curricular for educating computer
scientists, educating computing professionals, as well as educating
users of computers. In spite of this, there has not been in evidence
an approach to creating a flexible university environment, which
supports a flow between those three basic and different types of
computing education. This paper presents a model of integrated computing
education which allows for: obtaining different level of computing
knowledge and proficiency, fast and flexible upgradability of computing
skills, adding computing knowledge and skills to knowledge already
possessed in another discipline. Finally the model recognizes the
value of Prior Learning Professional Experience (PLPE) as a factor
in computing education",Integrating computing science undergraduate education,0
23,"Teachers` computer anxiety: implications for professionaldevelopment
Changes in society‘s expectations mean that school teachers need to
be able to use computers in education with minimal anxiety. Some
350 primary and secondary school teachers completed a questionnaire
that identified sources of computer anxiety and provided teachers
with the opportunity to suggest solutions. The teachers were very
supportive of the use of computers in education, but reported moderately
low levels of computer competence. A number of suggestions for the
reduction of computer anxiety are made, based on teachers‘ first-hand
accounts, and an analysis of trends in the quantitative data. The
implications of these suggestions for teachers‘ professional development
are explored",Teachers` computer anxiety: implications for professionaldevelopment,0
24,"A new driving force behind capacity building in Africa: group support
systems
This paper explores, through a number of case studies, the application
of group support systems for capacity building initiatives in various
sectors in Africa. A model is introduced on the adoption of GSS in
an African context. Notwithstanding skeptical expectations with respect
to the successful application of the technology, the results clearly
indicate that: there is support from key participants and top managers
to use the technology; computer illiteracy does not seem to hinder
successful GSS application; electronic communication does not get
in the way of the traditional verbal meeting culture; and participants
were very satisfied with the technology, the process, and the results
of the electronic meetings. The case studies show the potential of
applying GSS to give new momentum to capacity building and capacity
mobilization efforts in Africa","A new driving force behind capacity building in Africa: group support
systems",0
25,"Automatic verification on the large
An automatic verification method from a high level resource management
standpoint is presented. Various manipulators can be incorporated
in the method to construct, refine, reduce, and model-check state
space representation. Proper combinations of manipulators can then
be picked strategically by users or computers for less resource (time
and space) consumption. An algorithm based on group theory to pick
a manipulator combination is presented. Verification sessions are
conducted to illustrate our idea",Automatic verification on the large,0
26,"Automated Visual Presentation: From Heterogeneous Information to
Coherent Visual Discourse
Automated visual presentation systems should be able to design effective
presentations for heterogeneous (quantitative and qualitative) information.
They should also be able to work in static or interactive environments
and capable of employing a wide range of visual media and visual
techniques. In this paper, we focus on three tasks in building visual
production systems: establishing a thorough understanding of the
presentation-related characteristics of domain-specific information;
classifying several types of visual information and capturing their
distinct syntactic, semantic, and pragmatic features; and formulating
a set of design principles.


We define a data-analysis taxonomy to characterize heterogeneous information.
In addition, we have modeled presentation context information such
as audience identity to produce user-centered visual design. To utilize
and manipulate visual information, we have classified it into visual
objects and visual tools based on its role in the visual production
process. To guide the visual design process, we have formulated a
set of design principles that ensure the expressiveness and effectiveness
of a design. To test and evaluate our work, we have developed a prototype
system called IMPROVISE based on the research results. We use examples
generated by IMPROVISE to illustrate how it constructs visual presentations.","Automated Visual Presentation: From Heterogeneous Information to
Coherent Visual Discourse",0
27,"Security broker for multimedia wireless LANs: design, implementation
and testbed
To secure interactive multimedia applications in wireless LANs (WLANs)
it is pertinent to implement a number of security services such as
authentication, key exchange and real-time encryption/decryption.
WLANs, though, present a complex and challenging environment for
implementing such security services since these services may deplete
the limited network resources and increase the burden of supporting
quality of service for multimedia applications. Consequently, a broker
is needed to mediate proper security considering inputs such as user
security requirements, user security literacy, available network
resources, and security routines performance. In this paper we introduce
a security broker that we have designed to fulfil these complex mediation
needs. This broker is implemented in software and tested in a wireless
LAN testbed. The reported security broker design and implementation
considers the wireless LAN environment as well as the multimedia
applications' quality of service requirements such as delay and throughput.
We also introduce an inline encryption/decryption software that encrypts/decrypts
traffic on the fly. Our experiments show that in cases where relatively
modern computers are used with properly chosen standard encryptors,
then such computers can sustain the throughput and security requirements
of interactive multimedia applications for WLANs such as telephone-quality
audio, video conferencing, and MPEG video","Security broker for multimedia wireless LANs: design, implementation
and testbed",0
28,"Phone-Web: Accessing WWW using a telephone set
In order to provide a ubiquitous, comprehensive and versatile service
on the WWW the development of a WWW telephone browsing system named
Phone-Web is proposed. This Phone-Web browser system would act as
an intermediary between the telephone user and Web sites, thereby
facilitating access to the WWW from any phone. The Phone-Web system
would filter Web page information and then convert it into speech
format. Users of the Phone-Web system could retrieve and hear information
stored on WWW servers by using telephone handsets. For this system
to work it requires a new hypertext language “Hyper Phone Markup
Language” (HPML) and a dedicated Phone-Web browser. By using the
proposed HPML language, Web page designers can easily specify service
information in a set of HPML pages, which would be included in the
site they are designing. The Phone-Web browser would be capable of
retrieving and then converting the HPML pages into speech patterns.
By connecting to the Phone-Web browser, telephone users can access
any information on any site using the HPML language from any telephone
anywhere in the world. However, HPML-specified pages can also be
accessed using existing browsers (e.g., Netscape Navigator, Microsoft
Internet Explorer, etc.) This means that both telephone and computer
users can now access the same set of Web pages to retrieve the same
information. Therefore, instead of maintaining the existing two systems
(access via the telephone or computer) service providers can now
maintain one system, which would provide a versatile, and comprehensive
service for users at all levels of Web-literacy.",Phone-Web: Accessing WWW using a telephone set,0
29,"Human values and the future of technology: a declaration of responsibility
We can make a difference in shaping the future by ensuring that computers
""serve human needs (Mumford, 1934)."" By making explicit the enduring
values that we hold dear we can guide computer system designers and
developers for the next decade, century, and thereafter. After setting
our high-level goals we can pursue the components and seek the process
for fulfilling them. High-level goals might include peace, excellent
health care, adequate nutrition, accessible education, communication,
freedom of expression, support for creative exploration, safety,
and socially constructive entertainment. Computer technology can
help attain these high-level goals if we clearly state measurable
objectives, obtain participation of professionals, and design effective
human-computer interfaces. Design considerations include adequate
attention to individual differences among users, support of social
and organizational structures, design for reliability and safety,
provision of access by the elderly, handicapped, or illiterate, and
appropriate user controlled adaptation. With suitable theories and
empirical research we can achieve ease of learning, rapid performance,
low error rates, and good retention over time, while preserving high
subjective satisfaction. To raise the consciousness of designers
and achieve these goals, we must generate an international debate,
stimulate discussions within organizations, and interact with other
intellectual communities. This paper calls for a focus on the ""you""
and ""I"" in developing improved user interface (UI) research and systems,
offers a Declaration of Responsibility, and proposes a Social Impact
Statement for major computing projects.",Human values and the future of technology: a declaration of responsibility,0
30,"Technical innovations in communication: how to relate technology
to business by a culturally reliable human interface
The technology that makes the world into the global village envisioned
by Marshall McLuhan move than 30 years ago now seems to be in place,
thanks to the Internet and the World Wide Web. Technical innovations
in communication technology have been quickly exploited by businesses
to expand their reach into new markets. However, not much is yet
known about the way this technology is inducing changes in long-standing
cultural patterns that prescribe the preferred methods of negotiating
business deals. In this paper, we survey the state of our unknowing
under several headings, hoping to instigate discussion on how technology
works as a human interface in different parts of the world","Technical innovations in communication: how to relate technology
to business by a culturally reliable human interface",0
31,"Smashing images---a review
""In the eighth century, a sect arose from within the ranks of its
highly literate clergy that so despised images that its members declared
an all-out war against statues and paintings&hellip;. At first, they
sought out only religious images to smash. Church mosaics, painted
icons, and stained-glass artistry fell to their savage assaults.
Later their targets also included painters, sculptors and craftsmen.
They even murdered those whose crime it was to love art. Monks who
resisted were blinded and had their tongues torn out. The iconoclasts
beheaded the Patriach of the Eastern Chruch in 767 for refusing to
support their cause.""The iconoclast movement never spread to illiterate
Western Europe; its madness consumed only the segment of Christendom
that boasted the highest literacy rate. Artists fled for their lives
from Byzantium, heading for the western court of Charlemagne whose
largely illiterate courtiers welcomed them with open arms"" (pp. 275-276)
[1].",Smashing images---a review,0
32,"Deleting the Subject: A Feminist Reading of Epistemology in Artificial
Intelligence
This paper argues that AI follows classical versions of epistemology
in assuming that the identity of the knowing subject is not important.
In other words this serves to `delete the subject'. This disguises
an implicit hierarchy of knowers involved in the representation of
knowledge in AI which privileges the perspective of those who design
and build the systems over alternative perspectives. The privileged
position reflects Western, professional masculinity. Alternative
perspectives, denied a voice, belong to less powerful groups including
women. Feminist epistemology can be used to approach this from new
directions, in particular, to show how women's knowledge may be left
out of consideration by AI's focus on masculine subjects. The paper
uncovers the tacitly assumed Western professional male subjects in
two flagship AI systems, Cyc and Soar.","Deleting the Subject: A Feminist Reading of Epistemology in Artificial
Intelligence",0
33,"Requirements analysis as innovation diffusion: a proposed requirements
analysis strategy for the development of an integrated hospital information
support system
The paper addresses one of the the challenges that must be overcome
before IT can achieve its potential in the health care field, namely
designing systems that meet user needs while reflecting a continuously
changing organisational environment. The authors proceed by establishing
a link between innovation diffusion theory and the requirements analysis
stage of systems development and discussing how the absence of such
a link might explain the frequent failure of available requirements
determination strategies. The Grounded Theory approach is examined
next as a possible requirements analysis strategy and its limitations
are identified. Preliminary results are presented for seventeen interviews
from one of the hospital sites. The paper concludes by outlining
specific plans for the empirical evaluation of the proposed approach
and posing some guiding questions for future research.","Requirements analysis as innovation diffusion: a proposed requirements
analysis strategy for the development of an integrated hospital information
support system",0
34,"Interactive Speech Translation in the Diplomat Project
The Diplomat rapid-deployment speech-translation system is intended
to allow naï ve users to communicate across a language barrier, without
strong domain restrictions, despite the error-prone nature of current
speech and translation technologies. In addition, it should be deployable
for new languages an order of magnitude more quickly than traditional
technologies. Achieving this ambitious set of goals depends in large
part on allowing the users to correct recognition and translation
errors interactively. We present the Multi-Engine Machine Translation
(MEMT) architecture, describing how it is well suited for such an
application. We then discuss our approaches to rapid-deployment speech
recognition and synthesis. Finally we describe our incorporation
of interactive error correction throughout the system design. We
have already developed working bidirectional Croatian &lrarr2; English
and Spanish &lrarr2; English systems, and have Haitian Creole &lrarr2;
English and Korean &lrarr2; English versions under development.",Interactive Speech Translation in the Diplomat Project,0
35,"Evaluating users' experience of a character-enhanced information
space
We created the characters Agneta & Frida with the intent to strengthen
and encourage exploration of information spaces. In a follow&dash;up
study we tried to capture whether users found the characters believable,
whether they raised affective responses in users, and whether they
created a richer, more narratively oriented, experience of the space.
In order to do so, we had to develop new criteria and methods of
understanding users' conceptions and affective responses. We discuss
the study in detail, as well as the general implications for how
to perform user studies and design of character&dash;enhanced systems.","Evaluating users' experience of a character-enhanced information
space",0
