,title-abstract,title,label
14,"Exclusion, assumptions, and misinterpretation: foes of collaboration
It all started when I was reviewing the comments on an e-question
posed by M. Heller, executive Web editor of CIO magazine: ""Would
agile software development work in your shop?"" As someone who is
very interested in the practices and, more importantly, the philosophies
of the agile approaches, I wanted to see what the consensus was.
I personally have witnessed some surprisingly emotional responses
from ClOs about the agile approaches: it would never work, it was
just RAD, prototyping was a bad idea, pair programming was too expensive,
and so on. I expected to see more of that. There are still men who
believe that women will always be less technically talented. Society
may not allow them to say it anymore, but the choices they make confirm
the belief. Most, I am sure, are not conscious of this belief. Some
of the articles written by IT professionals, including some in the
Cutter journals, sound pompous, judgmental, and egotistical, not
just toward women, but toward anyone who does not share their particular
view. Dialog is replaced with a good, tough competition, with someone's
winning requiring that others lose. It strikes me how important it
is for all of us, regardless of sex, race, or nationality (to say
nothing of methodology preference!) to set aside the petty focus
on differences that keep us from connecting. We must all work hard
to reach out to others, to respect their opinions and skills, even
when they are different from our own. We must invest time in all
relationships around us, as we have learned how truly fragile they
all are. We must be the glue to heal our world. IT has an amazing
amount of power to do just that, a power as yet untapped .","Exclusion, assumptions, and misinterpretation: foes of collaboration",0
15,"Student Perceptions of the suitability of Extreme and Pair Programming
Senior students in a software engineering class were asked to write
opinion papers regarding the use of Extreme Programming (XP) in a
software engineering class, and the use of pair programming in an
introductory programming course. The majority of the students were
opposed to using XP in the software engineering class, but favored
the use of pair programming in an introductory programming course.
Early indications from a pilot study in pair programming are consistent
with these opinions. The students’ comments are insightful, and should
be considered before introducing either of these practices into the
curriculum.",Student Perceptions of the suitability of Extreme and Pair Programming,0
16,"Quantitative assessment of extreme programming practices
Some anecdotal evidence demonstrates success of the extreme programming
practice in a portion of the software industry. It has also been
argued that pair programming, as as a part of the extreme programming
process, yields higher quality software products in less time. On
the other hand, these principles are sometimes questioned with respect
to resource allocation and management issues. Although precise information
about benefits and costs of the extreme programming practice represents
a critical guideline for improvement of software quality, there has
been little work on the subject beyond subjective reports and a study
in an academic environment. We propose an experimental framework
to quantify benefits and costs of the pair programming practice and
compare design aspects of the resulting software products and their
defect behavior. For this purpose, we use a set of object-oriented
metrics and software reliability growth models based on service requests.",Quantitative assessment of extreme programming practices,0
17,"Pair programming and testing in a medical web project
(no abstract)",Pair programming and testing in a medical web project,0
18,"Experiments with industry's ""pair-programming"" model in the computer
science classroom
Anecdotal evidence from several sources, primarily in industry, indicates
that two programmers working collaboratively on the same design,
algorithm, code, or test perform substantially better than the two
working alone. Two courses taught at the University of Utah studied
the use of this technique, often called pair-programming or collaborative
programming, in the undergraduate computer science classroom. The
students applied a positive form of ""pair-pressure"" on each other,
which proved beneficial to the quality of their work products. The
students also benefit from ""pair-learning"" which allowed them to
learn new languages faster and better than with solitary learning.
The workload of the teaching staff is reduced because the students
more often look to each other for technical support and advice.","Experiments with industry's ""pair-programming"" model in the computer
science classroom",0
19,"Integrating pair programming into a software development process
Anecdotal and statistical evidence indicates that pair programmers
- two programmers working side-by-side at one computer collaborating
on the same design, algorithm, code or test - outperform individual
programmers. One of the programmers (the driver) has control of the
keyboard/mouse and actively implements the program. The other programmer
(the observer) continuously observes the work of the driver to identify
tactical (syntactic, spelling, etc.) defects, and also thinks strategically
about the direction of the work. On demand, the two programmers can
brainstorm any challenging problem. Because the two programmers periodically
switch roles, they work together as equals to develop software. This
practice of pair programming can be integrated into any software
development process. As an example, this paper describes the changes
that were made to the Personal Software Process (PSP) to leverage
the power of two programmers working together, thereby formulating
the Collaborative Software Process (CSP). The paper also discusses
the expected results of incorporating pair programming into a software
development process in which traditional, individual programming
is currently used.",Integrating pair programming into a software development process,0
20,"Experimenting with industry's ""Pair-Programming"" model in the Computer
Science classroom
Anecdotal evidence from several sources, primarily in industry, indicates
that two programmers working collaboratively on the same design,
algorithm, code, or test perform substantially better than the two
would working alone. Two courses taught at the University of Utah
studied the use of this technique, often called pair-programming
or collaborative programming,

in the undergraduate computer science classroom. The students applied
a positive form of “pair-pressure” on each other, which proved beneficial
to the quality of their work products. The students also benefit
from “pair-learning,” which allowed them to learn new languages faster
and better than with solitary learning. The workload of the teaching
staff is reduced because the students more often look to each other
for technical support and advice.","Experimenting with industry's ""Pair-Programming"" model in the Computer
Science classroom",0
21,"Extreme programming for software engineering education?
The eXtreme Programming (XP) software development methodology, has
received considerable attention in recent years. The adherents of
XP anecdotally extol its benefits, particularly as a method that
is highly responsive to changing customer's desires. While XP has
acquired numerous vocal advocates, the interactions and dependencies
between XP practices have not been adequately studied. Good software
engineering practice requires expertise in a complex set of activities
that involve the intellectual skills of planning, designing, evaluating,
and revising. The authors explore the practices of XP in the context
of software engineering education. To do so, one must examine the
practices of XP as they influence the acquisition of software engineering
skills. The practices of XP, in combination or isolation, may provide
critical features to aid or hinder the development of increasingly
capable practitioners. This paper evaluates the practices of XP in
the context of acquiring these necessary software engineering skills.",Extreme programming for software engineering education?,0
22,"In support of student pair-programming
Industry, particularly those following the eXtreme Programming (XP)
methodology [2], has popularized the use of pair-programming. The
pair-programming model has also been found to be beneficial for student
programmers. Initial quantitative and qualitative results, which
will be discussed in this paper, demonstrate that the use of pair-programming
in the computer science classroom enhances student learning and satisfaction
and reduces the frustration common among students. Additionally,
the use of pair-programming relieves the burden on the educators
because students no longer view the teaching staff as their sole
form of technical information. We explore the nature of pair-programming,
then examine the ways such a practice may enhance teaching and learning
in computer science education.",In support of student pair-programming,0
23,"Exploring the efficacy of distributed pair programming
Pair programming is one of the twelve practices of Extreme Programming
(XP). Pair programming is usually performed by programmers that are
collocated-working in front of the same monitor. But the inevitability
of distributed development of software gives rise to important questions:
How effective is pair programming if the pairs are not physically
next to each other? What if the programmers are geographically distributed?
An experiment was conducted at North Carolina State University to
compare different working arrangements of student teams developing
object-oriented software. Teams were both collocated and in distributed
environments; some teams practiced pair programming while others
did not. In particular, we compared the software developed by virtual
teams using distributed pair programming against collocated teams
using pair programming and against virtual teams that did not employ
distributed pair programming. The results of the experiment indicate
that it is feasible to develop software using distributed pair programming,
and that the resulting software is comparable to software developed
in collocated or virtual teams (without pair programming) in productivity
and quality.",Exploring the efficacy of distributed pair programming,0
24,"Guidelines for the use of pair programming in a freshman programming
class
Undergraduate freshman programming classes are conventionally organized
such that individual students complete a set of concept-specific
and unrelated programming assignments. This structure does not prepare
students for future collaborative efforts or for the future use of
software engineering practices. The addition of pair programming
into a freshman programming class at the University of California
at Santa Cruz (UCSC) showed similar benefits to similar studies on
upper-division software classes, and is expected to show an improvement
in students' willingness and ability to participate in complex, collaborative
software engineering assignments in later classes. This paper describes
the implementation of the pair programming experiment at UCSC, discusses
some of the issues that compromised the effectiveness of certain
pairs, and provides implementation guidelines for avoiding such issues
in other classes","Guidelines for the use of pair programming in a freshman programming
class",0
25,"Process support and knowledge management for virtual teams doing
agile software development
Agile practices are arguably improving the productivity of small,
co-located software development teams. We describe an approach that
tries to overcome the constraint of co-location by introducing a
process-support environment (called MILOS) that helps software development
teams to maintain adaptive practices in a distributed setting. MILOS
supports project coordination, information routing, team communication,
pair programming and experience management.","Process support and knowledge management for virtual teams doing
agile software development",0
26,"Experiences with a Case Study on Pair Programming
Agile methods are becoming more and more popular. Most well known
among them is probably Extreme Programming (XP) [2]. One key practice
of XP is Pair Programming (PP), where two developers work simultaneously
on a programming task. However, despite their popularity, few is
known about limitations of these methods in terms of empirical knowledge.
Some empirical studies exist on Pair Programming [5][8]. These studies
compared PP to solo programming and were conducted for small, isolated
tasks. In this paper, we describe a case study conducted in the context
of a more realistic task within a university practical course, conducted
in teams of six students and comprising about 700 person-hours of
total effort. Within our case study setting, we were able to find
weak support for the results achieved in earlier studies. More importantly,
we describe experiences we made in conducting the case study and
suggest improvements for future investigations.",Experiences with a Case Study on Pair Programming,1
27,"Paired programming \& personality traits
Paired programming is an essential element of extreme programming
--a methodology comprised of applying best practices to software
development. Not all developers are suited for paired development
however, and care should be taken when building a team for extreme
programming. The team members should be selected with personality
traits that are beneficial to paired programming. These personality
traits can be determined through various interview techniques and
the corresponding behavioral responses of the candidates.",Paired programming \& personality traits,0
28,"Extending agile methods: postmortem reviews as extended feedback
Agile software development methods, such as extreme programming, focus
on informal learning mechanisms like pair programming. Yet powerful
methods, new knowledge that is gained in a project does not spread
rapidly in an organisation if knowledge and experience is not externalised.
We propose to combine a lightweight externalisation method: postmortem
reviews with agile methods to strengthen the overall learning, and
suggest how this can be done. We use practical experience from an
Extreme Programming development project, and from conducting postmortem
analysis in several companies in our discussion.",Extending agile methods: postmortem reviews as extended feedback,0
29,"Pair programming a la dijkstra
(no abstract)",Pair programming a la dijkstra,0
30,"""Extreme programming"" - extreme programming or extreme revisionism?
Outlines the software programming problems considered in the relevant
April 1987 IEEE paper. Details the fundamental activities of extended
programming to cope with them: code writing; testing; listening to/observing
the market; and the actual process of design.. Breaks down the basic
steps of the XP process and emphasises the novel and important aspect
of pair programming. Compares the cost/time curves, the programming
time, the error rate and number of instructions required in pair-programming
as opposed to single-programming. Suggests that the XP process may
fail to provide the software 'silver bullet' because of its inability
to take account of individual requirements.","""Extreme programming"" - extreme programming or extreme revisionism?",0
31,"The reflective practitioner perspective in software engineering education
This paper focuses on the application of the reflective practitioner
(RP) perspective to the profession of software engineering (SE).
The RP perspective guides professional people to rethink their professional
creations during and after the accomplishment of the creation process.
Analysis of the field of SE supports the adoption of the RP perspective
to SE in general and to SE education in particular. The RP perspective
emphasizes the studio––the basic training method in architecture
schools––as the educational environment for design studies. In such
studios students develop projects with a close guidance of a tutor.
Analysis of the kind of tasks that architecture students are working
on and a comparison of these tasks to the problems that SE students
are facing, suggest that the studio may be an appropriate teaching
method in SE as well. The paper presents the main ideas of the RP
perspective and examines its fitness to SE in general and to SE education
in particular. The discussion is based on analysis of the RP perspective
and of the SE profession, visits to architecture studios, and conversations
with tutors in architecture studios and with computing science practitioners.",The reflective practitioner perspective in software engineering education,0
32,"XP(Extreme Programming): Software Development Process Nouvelle Vague.
Part I: Overview of XP and its Surroudings
The following topics are discussed: Extreme Programming; a planning
game; pair programming; the software life-cycle; daily schema migration;
and object-oriented programming.","XP(Extreme Programming): Software Development Process Nouvelle Vague.
Part I: Overview of XP and its Surroudings",0
33,"Distributed collaborative design over Cave2 framework
This paper presents the research and development of mechanisms to
allow distributed collaborative design of integrated systems. Those
mechanisms were implemented over the software infrastructure developed
under the Cave Project, taking advantage on both definitions of the
framework concept: classical electronic design frameworks and object-oriented
extensible data modeling. The final result is a design environment
accessible over Internet-like networks, where groups of designers
can work over the design representation in a collaborative way. In
order to organize the interaction between the designers, an extension
to the Pair Programming collaboration methodology was developed and
implemented in a case study.",Distributed collaborative design over Cave2 framework,0
34,"Student-based pair programming: an examination
This paper examines the retention and learning of unfamiliar material
to undergraduate students through the use of pair programming. Students
in a networking class were asked to develop software applications
together in the hope that each student would learn more and develop
better applications. A survey was then distributed to assess the
outcome and analyze the results.",Student-based pair programming: an examination,1
35,"Extreme programming considered harmful for reliable software development
This paper presents and discusses various facts and data collected
on extreme programming and how this method relates to traditional
software engineering practices. The paper presents reasons, albeit
no scientific proofs, why extreme programming fails to provide answers
to significant questions that contemporary software development methods
have to answer. This paper is an attempt to contribute to a discussion
that is based on data and facts.",Extreme programming considered harmful for reliable software development,0
36,"Turning the knobs: a coaching pattern for XP through agile metrics
I want to turn the knobs to 10, but my job position doesn't allow
me to dictate that my team do so. Even if it did, forcing XP may
serve only to cause resentment and backlash. Though I've been learning
XP for over a year, it's still new to the rest of our team, and we're
used to our old habits. By giving team members control of how extreme
to be through a 'teaching survey', the team has started at a comfortable
level of XP and has opened the door to future extremes. We've used
the survey to define, coach, and track our XP process and have increased
our use of XP by 10% in three months.",Turning the knobs: a coaching pattern for XP through agile metrics,0
37,"Supporting distributed extreme programming
Extreme programming (XP) is arguably improving the productivity of
small, co-located software development teams. In this paper, we described
an approach that tries to overcome the XP constraint of co-location
by introducing a process-support environment (called MILOS for Agile
Software Engineering-MILOS ASE) that helps software development teams
to maintain XP practices in a distributed setting. MILOS ASE supports
project coordination using the planning game, user stories, information
routing, team communication, and pair programming.",Supporting distributed extreme programming,0
38,"The effects of pair-programming on performance in an introductory
programming course
The purpose of this study was to investigate the effects of pair-programming
on student performance in an introductory programming class. Data
was collected from approximately 600 students who either completed
programming assignments with a partner or programmed independently.
Students who programmed in pairs produced better programs, completed
the course at higher rates, and performed about as well on the final
exam as students who programmed independently. Our findings suggest
that collaboration is an effective pedagogical tool for teaching
introductory programming.","The effects of pair-programming on performance in an introductory
programming course",1
39,"When Pairs Disagree, 1-2-3
Pair programming requires two programmers to work together to solve
the same problem. These programmers probably have opinions about
most design decisions (method names, and anything else that comes
up during a pairing session). Some of those opinions are stronger
than others. It is quite likely that those opinions will differ,
sometimes often. When they do, there needs to be a simple way to
resolve the conflict. Arguing doesn't work, and helps no one. When
a disagreement about how to proceed comes up, each pair should score
his opinion on a scale of 1-3. The highest score dictates what the
pair does next. In the event of a tie, the pair should discuss the
various options, agree to disagree, pick one, and move on. This simple
approach works.","When Pairs Disagree, 1-2-3",0
40,"Evolving to a ""lighter"" software process: a case study
Many new development processes that characterize themselves as lightweight
or agile have become fashionable, e.g. Extreme Programming (XP) (Beck,
2000; Cockburn, 2000; Rising and Janoff, 2000). Each of these processes
is focused on maximizing the effectiveness of a small team of developers
while anticipating changes in the development environment. These
processes are mainly focused on the coding phase of the process and
require strict adherence to the techniques set forth (Beck, 1999).
Since most of these processes have at least some aspects that might
seem radical to a more traditional process, e.g. pair programming
(Williams et al., 2000), an issue arises of how to integrate a lightweight
process into an existing development/maintenance effort without stalling
the effort for retraining in the new techniques? How do we evolve
a traditional process to a lighter one? This paper describes the
experiences of a development effort within an organization of the
United States government as it tried to evolve to a lighter process.
The project was subjected to both organizational and technical changes
that required the project to be able to adapt rapidly to new development
landscapes.","Evolving to a ""lighter"" software process: a case study",0
41,"How to get the most out of extreme programming/agile methods
This paper reports the results of an analysis of thirty-one extreme
programming (XP)/agile methods early adopter projects completed by
fourteen firms who have embraced the techniques in the form of lessons
learned. The survey results show that early adopters have cut costs,
improved productivity and reduced time to market through the use
of these methods. To get the most from these methods, fifteen lessons
learned have been developed that build on the experiences of others.
Several of these lessons run counter to the teachings of the methodology
developers. The paper next provides a scorecard that rates XP's performance
in eight application domains. The paper concludes by summarizing
four critical success factors for early adopters.",How to get the most out of extreme programming/agile methods,0
42,"How good are agile methods?
The software industry seems to be embracing yet another change to
the way it does business. Because of their emphasis on agility and
time-to-market, many programming shops are moving to agile methods.
Unlike more traditional approaches, these methods focus on generating
early releases of working products using mostly collaborative techniques
such as pair programming, refactoring, and having customers work
on site as team members. Programmers use these releases-which are
working products, not prototypes-to demonstrate features and functions
to stakeholders involved in their use, marketing, and support. This
article surveys the experience software engineers in a wide, range
of industries have had in deploying agile methods.",How good are agile methods?,0
43,"Tracking Test First Pair Programming - An Experiment
The authors ran an experiment where a group of professional programmers
working in pairs and a control group programming alone implemented
a small system from predefined requirements. Most programmers spent
between 50% and 60% of time on testing; only the most inexperienced
spent less. Programmers reported more problems with refactoring than
testing. The rhythm of switching the driver and navigator role is
essential for test-first pair programming. The experiment showed
that partners switched roles 21 times per day on average. The comparison
of the control group of individuals and the group programming in
pairs showed that both groups spent almost the same amount of time
to complete the tasks. The result of this comparison is by applying
a t-test not statistically significant. We believe that more detailed
research apart of evaluating test-first programming is needed to
compare solo vs. pair programming in the investigated group.",Tracking Test First Pair Programming - An Experiment,0
44,"Collaborative design using a shared object spaces infrastructure
A collaborative design system strongly depends on the chosen collaboration
methodology, as well as on its technological infrastructure. This
article describes the implementation of collaborative service based
on shared object spaces as technological infrastructure and its methodology
is based on pair programming. This service is to be incorporated
in a distributed collaborative environment called Cave. The collaboration
service implementation presented in this work allows collaboration
among designers through a data depository. This service is validated
with a diagram editor that is used as case study.",Collaborative design using a shared object spaces infrastructure,0
45,"Freeing the slave with two masters: an embedded programming team's
transition to XP
The article looks at one team's experience with extreme programming
(XP) which began halfway through a three-year development effort.
The authors then convinced the other team members and management
to try using XP's planning game and pair programming practices.","Freeing the slave with two masters: an embedded programming team's
transition to XP",0
46,"Pair programming and the factors affecting Brooks' law
Frederick Brooks states in his book The Mythical Man-Month , ""Adding
manpower to a late software project makes it later."" Brooks explains
that often software development managers react to schedule problems
by adding more manpower to the project. However, the new team members
take some time initially to be trained and assimilated into the project.
Assimilation time is the time the new team member takes to understand
project specific details. Also, if the subprojects assigned to each
engineer are interrelated, intercommunication requirements rise since
each part of the task must be separately coordinated with each other
part. Thus, Brooks contends that when manpower is added to a late
project the overall productivity goes down, delaying the project
even further. This research investigates the effects of pair programming
on the training, assimilation and intercommunication, as mentioned
in Brooks' Law. Pair programming is a practice in which two programmers
work together at one computer, continuously collaborating on the
same design, algorithm, code, or test. Most software development
teams that practice pair programming also practice pair rotation.
With pair rotation, engineers periodically change their pairing partner.
Pair programming and pair rotation have previously been shown to
aid teams in improving code and design quality and to improve teamwork.
In this research, we investigated additional benefits of the pair
programming and pair rotation practices. Through surveys and mathematically
modeling, we found the following: (1) Pair programming reduces intercommunication
time within a team. (2) Pair programming reduces mentoring time when
new members are added to a team. (3) Pair programming reduces assimilation
time when new members are added to a team. (4) Manpower can be added
to a late software project provided the additional useful effort
delivered to the project is adequate to achieve the desired schedule.
Pair programming can make this more achievable.",Pair programming and the factors affecting Brooks' law,0
47,"Adapting Extreme Programming for a core Software Engineering Course
Over a decade ago, the manufacturing industry determined it needed
to be more agile to

thrive and prosper in a changing, nonlinear, uncertain and unpredictable
business environment. Recently, the software engineering community
has come to the same realization. A group of software methodologists
has created a set of software development processes, termed agile
methodologies that have been specifically designed to respond to
the demands of the turbulent software industry. Each of the processes
in the set of agile processes is comprised of a set of practices.
As educators, we must assess the emerging agile practices, integrate
them into our courses (carefully), and share our experiences and
results from doing so. This paper discusses the use of Extreme Programming,
a popular agile methodology, in a senior Software Engineering course
at North Carolina State University. It then provides recommendations
for integrating

agile principles into a core Software Engineering course.",Adapting Extreme Programming for a core Software Engineering Course,0
